ItemCode_LotNumber,Quantity,LocationCode,FileName
UL0063OTAAAA023IA000012,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0063OTAAAA023IH000014,1,XWS,STOREINVENTORY_US_1030_20251126.xml
ULD2PTFWYNAA042JD000006,1,XTH,STOREINVENTORY_US_1030_20251126.xml
ULD2PTFWYNAA042JD000007,1,XWS,STOREINVENTORY_US_1030_20251126.xml
ULD2PTFWYNAA042JD000010,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
ULD2PTFWYNAA042JD000013,1,XAC,STOREINVENTORY_US_1030_20251126.xml
ULD2PTFWYNAA042JD000012,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0930SPAADA043IH000021,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0930SPAADA042JH000023,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0934FJAMAA042JA000010,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0934FJAMAA042JA000015,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0934FJAMAA042JA000017,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0934FJAMAA042JA000019,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1002FBCMAB022JD000003,1,XTH,STOREINVENTORY_US_1030_20251126.xml
ULIEP4SBWADAPL2ED000004,1,XTH,STOREINVENTORY_US_1030_20251126.xml
ULIEP4SBWADAPL2ED000008,1,XWS,STOREINVENTORY_US_1030_20251126.xml
ULIEP4SBWADAPL2ED000002,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
ULIEP4SBWADAPL2ED000003,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1033SXMBBAPL2JA000017,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL1033SXMBBAPL3IH000021,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1033SXMBBAPL3IH000023,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL2011FFTUAA042BX000002,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1042PAAAAA022JD000051,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1042PAAAAA022JD000063,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1042PAAAAA022JD000055,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1047FAAMAA023IH000019,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1047FBHNAA023IA000004,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1047FBPMAA023IH000005,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL1047FBPMAA023IH000012,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL1047FDLMAA022JH000027,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL1047FDLMAA022JH000029,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL1047FDLMAA022JH000024,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
